rayyan_key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-153488278,Conservation practitioners’ understanding of how to manage evolutionary processes,2019,,,Conservation Biology,,33,5,993-1001,"Cook, C.N. and Sgrò, C.M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063720388&doi=10.1111%2fcobi.13306&partnerID=40&md5=9fbd19063993da48cb3ef5848b441168,,,,"Both academics and practitioners consider a lack of knowledge about evolutionary theory to be a general barrier to effectively managing genetic diversity. However, it is challenging to judge practitioners’ level of understanding and how this influences their management decisions. Knowledge built through experience may be difficult for practitioners to articulate, but could nonetheless result in appropriate management strategies. To date, researchers have assessed only the explicit (formal) knowledge practitioners have of evolutionary concepts. To explore practitioners’ understanding of evolutionary concepts, it is necessary to consider how they might apply explicit and implicit knowledge to their management decisions. Using an online survey, we asked Australian practitioners to respond to 2 common management scenarios in which there is strong evidence that managing genetic diversity can improve outcomes: managing small, isolated populations and sourcing seeds for restoration projects. In describing their approach to these scenarios, practitioners demonstrated a stronger understanding of the effective management of genetic diversity than the definitions of the relevant concepts. However, their management of genetic diversity within small populations was closer to best practice than for restoration projects. Moreover, the risks practitioners described in implementing best practice management were more likely to affect their approach to restoration than translocation projects. These findings provide evidence that strategies to build the capacity of practitioners to manage genetic diversity should focus on realistic management scenarios. Given that practitioners recognize the importance of adapting their practices and the strong evidence for the benefits of actively managing genetic diversity, there is hope that better engagement by evolutionary biologists with practitioners could facilitate significant shifts toward evolutionarily enlightened management. © 2019 Society for Conservation Biology","<p>Export Date: 27 January 2025; Cited By: 13</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: For data extraction,To check for next stage,Included for full-text screening | RAYYAN-EXCLUSION-REASONS: Not about factors that influence evidence use",10.1111/cobi.13306,"attitude to health;Australia;Biological Evolution;conservation genetics;Conservation of Natural Resources;decision making;Decision Making;environmental protection;evolution;evolutionary theory;gene flow;Health Knowledge, Attitudes, Practice;inbreeding depression;knowledge;knowledge exchange;learning;learning by doing;outbreeding depression;reproductive success;restoration;restoration ecology;translocation",,
rayyan-153488316,"Iterative mapping of marine ecosystems for spatial status assessment, prioritization, and decision support",2023,,,Frontiers in Ecology and Evolution,,11,,,"Sink, K.J. and Adams, L.A. and Franken, M.-L. and Harris, L.R. and Currie, J. and Karenyi, N. and Dayaram, A. and Porter, S. and Kirkman, S. and Pfaff, M. and van Niekerk, L. and Atkinson, L.J. and Bernard, A. and Bessinger, M. and Cawthra, H. and de Wet, W. and Dunga, L. and Filander, Z. and Green, A. and Herbert, D. and Holness, S. and Lamberth, S. and Livingstone, T. and Lück-Vogel, M. and Mackay, F. and Makwela, M. and Palmer, R. and Van Zyl, W. and Skowno, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153346539&doi=10.3389%2ffevo.2023.1108118&partnerID=40&md5=ac2b3ca9389e7b15718757604fb6e877,,,,"South Africa has taken an iterative approach to marine ecosystem mapping over 18 years that has provided a valuable foundation for ecosystem assessment, planning and decision-making, supporting improved ecosystem-based management and protection. Iterative progress has been made in overcoming challenges faced by developing countries, especially in the inaccessible marine realm. Our aim is to report on the approach to produce and improve a national marine ecosystem map to guide other countries facing similar challenges, and to illustrate the impact of even the simplest ecosystem map. South Africa has produced four map versions, from a rudimentary map of 34 biozones informed by bathymetry data, to the latest version comprising 163 ecosystem types informed by 83 environmental and biodiversity datasets that aligns with the IUCN Global Ecosystem Typology. Data were unlocked through academic and industry collaborations; multi-disciplinary, multi-realm and multi-generational networks of practitioners; and targeted research to address key gaps. To advance toward a more transparent, reproducible and data-driven approach, limitations, barriers and opportunities for improvement were identified. Challenges included limited human and data infrastructure capacity to collate, curate and assimilate many data sources, covering a variety of ecosystem components, methods and scales. Five key lessons that are of relevance for others working to advance ecosystem classification and mapping, were distilled. These include (1) the benefits of iterative improvement; (2) the value of fostering relationships among a co-ordinated network of practitioners including early-career researchers; (3) strategically prioritizing and leveraging resources to build and curate key foundational biodiversity datasets and understand drivers of biodiversity pattern; (4) the need for developing, transferring and applying capacity and tools that enhance data quality, analytical workflows and outputs; and (5) the application of new technology and emerging statistical tools to improve the classification and prediction of biodiversity pattern. South Africa’s map of marine ecosystem types has been successfully applied in spatial biodiversity assessment, prioritization to support protected area expansion and marine spatial planning. These successes demonstrate the value of a co-ordinated network of practitioners who continually build an evidence base and iteratively improve ecosystem mapping while simultaneously growing ecological knowledge and informing changing priorities and policy. Copyright © 2023 Sink, Adams, Franken, Harris, Currie, Karenyi, Dayaram, Porter, Kirkman, Pfaff, van Niekerk, Atkinson, Bernard, Bessinger, Cawthra, de Wet, Dunga, Filander, Green, Herbert, Holness, Lamberth, Livingstone, Lück-Vogel, Mackay, Makwela, Palmer, Van Zyl and Skowno.","<p>Export Date: 27 January 2025; Cited By: 6</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: For data extraction,To check for next stage,Included for full-text screening | RAYYAN-EXCLUSION-REASONS: Not relevant study design",10.3389/fevo.2023.1108118,benthic ecosystems;ecosystem mapping;ecosystem types;evidence-based biodiversity management;marine ecosystem map;pelagic ecosystems,,
rayyan-153488317,Synergies and Trade-Offs in Reducing Impacts of Unconventional Oil and Gas Development on Wildlife and Human Health,2022,,,BioScience,,72,5,472-480,"Deziel, N.C. and Shamasunder, B. and Pejchar, L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132129839&doi=10.1093%2fbiosci%2fbiac014&partnerID=40&md5=569fba9c2d221eba1b47c5a0052117bd,,,,"With growing evidence of widespread health and environmental impacts from oil and gas activity, localities and states are beginning to develop protective measures. Interdisciplinary approaches that integrate across human, wildlife, domesticated animal, and land health are likely to provide more just and comprehensive solutions than would be possible with siloed approaches. However, this is not common practice, and there is little guidance on how to apply such a strategy. In the present article, we summarize the state of knowledge on the impacts of terrestrial unconventional oil and gas development from the fields of ecology and public health. We then discuss synergies and trade-offs regarding impacts and mitigation strategies emerging from these two literatures. Finally, we provide recommendations for research and practice to fill knowledge gaps and better inform integrated decision-making to achieve multiple benefits and minimize impacts on human, wildlife, domesticated animals, and land health from energy development.  © 2022 The Author(s) 2022. Published by Oxford University Press on behalf of the American Institute of Biological Sciences.","<p>Export Date: 27 January 2025; Cited By: 6</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: To check for next stage,Included for full-text screening | RAYYAN-EXCLUSION-REASONS: Not about Evidence use",10.1093/biosci/biac014,energy extraction;energy justice;One Health;public health;wildlife conservation,,
rayyan-153488456,How practitioners integrate decision triggers with existing metrics in conservation monitoring,2019,,,Journal of Environmental Management,,230,,94-101,"Foster, C.N. and O'Loughlin, L.S. and Sato, C.F. and Westgate, M.J. and Barton, P.S. and Pierson, J.C. and Balmer, J.M. and Catt, G. and Chapman, J. and Detto, T. and Hawcroft, A. and Jones, G. and Kavanagh, R.P. and McKay, M. and Marshall, D. and Moseby, K.E. and Perry, M. and Robinson, D. and Seddon, J.A. and Tuft, K. and Lindenmayer, D.B.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054727122&doi=10.1016%2fj.jenvman.2018.09.067&partnerID=40&md5=9afaefdf1b1407562fd22d1379f30471,,,,"Decision triggers are defined thresholds in the status of monitored variables that indicate when to undertake management, and avoid undesirable ecosystem change. Decision triggers are frequently recommended to conservation practitioners as a tool to facilitate evidence-based management practices, but there has been limited attention paid to how practitioners are integrating decision triggers into existing monitoring programs. We sought to understand whether conservation practitioners’ use of decision triggers was influenced by the type of variables in their monitoring programs. We investigated this question using a practitioner-focused workshop involving a structured discussion and review of eight monitoring programs. Among our case studies, direct measures of biodiversity (e.g. native species) were more commonly monitored, but less likely to be linked to decision triggers (10% with triggers) than measures being used as surrogates (54% with triggers) for program objectives. This was because decision triggers were associated with management of threatening processes, which were often monitored as a surrogate for a biodiversity asset of interest. By contrast, direct measures of biodiversity were more commonly associated with informal decision processes that led to activities such as management reviews or external consultation. Workshop participants were in favor of including more formalized decision triggers in their programs, but were limited by incomplete ecological knowledge, lack of appropriately skilled staff, funding constraints, and/or uncertainty regarding intervention effectiveness. We recommend that practitioners consider including decision triggers for discussion activities (such as external consultation) in their programs as more than just early warning points for future interventions, particularly for direct measures. Decision triggers for discussions should be recognized as a critical feature of monitoring programs where information and operational limitations inhibit the use of decision triggers for interventions. © 2018 Elsevier Ltd","<p>Export Date: 27 January 2025; Cited By: 14</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: For data extraction,To check for next stage,Included for full-text screening",10.1016/j.jenvman.2018.09.067,adult;article;biodiversity;Biodiversity;bioindicator;Case-studies;conservation management;consultation;decision making;Decision making;Decision Making;Decision threshold;Decision thresholds;Direct measures;Ecology;Ecosystem changes;ecosystem dynamics;environmental monitoring;Environmental Monitoring;environmental planning;Evidence-based management;Evidence-based managements;funding;human;Humans;Indicators;Limited attentions;Management practises;monitoring;Monitoring;Monitoring programmes;native species;nonhuman;physician;Proxy;staff;Surrogate;surrogate method;Surrogates;uncertainty;Uncertainty,,
rayyan-153488463,"To mix or not to mix gene pools for threatened species management? Few studies use genetic data to examine the risks of both actions, but failing to do so leads disproportionately to recommendations for separate management",2021,,,Biological Conservation,,256,,,"Liddell, E. and Sunnucks, P. and Cook, C.N.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103650384&doi=10.1016%2fj.biocon.2021.109072&partnerID=40&md5=e0545f88adf0d2054d30514f8452be14,,,,"Many small, isolated populations lose genetic variation and suffer inbreeding, increasing their extinction risk. Augmenting gene flow may alleviate these issues if populations are compatible to mix. Accordingly, recommendations for genetic management should weigh the risk of allowing populations to remain small and separate (e.g. inbreeding depression) against augmenting gene flow through gene-pool mixing (e.g. outbreeding depression). To understand how studies examine the risks of alternative management actions, we reviewed the genetic analyses conducted and evidence used to inform their recommendations. Our review analysed 626 studies that discussed the management of small, isolated populations, and for a subset of 198 studies, we extracted details of the risk-assessment, genetic analyses, and recommendations made. Approximately 56% of studies did not refer to any genetic risks when making management recommendations. While separate management was the most common recommendation overall, studies that considered both inbreeding depression and outbreeding depression were more likely to recommend gene-pool mixing than separate management. The genetic data collected generally offer the potential for evidence-based decisions about the risks posed by different management options, yet our analyses suggest that recommendations were often based on limited use of evidence, creating risks to the effective management of threatened species. © 2021 Elsevier Ltd","<p>Export Date: 27 January 2025; Cited By: 47</p> | RAYYAN-INCLUSION: {""Philip""=>""Excluded""} | RAYYAN-LABELS: Included for full-text screening | RAYYAN-EXCLUSION-REASONS: Not about evidence use",10.1016/j.biocon.2021.109072,conservation genetics;Conservation management;decision making;endangered species;gene flow;Gene flow;genetic analysis;Genetic diversity;genetic variation;inbreeding depression;Inbreeding depression;Outbreeding depression;Population genetics;Risk assessment,,
rayyan-153488470,Moving beyond the pathology of policies pushing species toward extinction: The case of spectacled flying foxes in Australia,2024,,,Integrative Conservation,,3,2,87-103,"Preece, N. and McGrath, C. and Kerr, M.T.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201090755&doi=10.1002%2finc3.54&partnerID=40&md5=96347610ca62e656253950ffa9dc693e,,,,"The rate of extinction is increasing with little reversal of negative trends, prompting a need for conservation scientists and practitioners to rethink approaches to aid the recovery of threatened species. Many extinctions could be prevented if impediments to protecting these species were addressed effectively. This article considers how current policies and practices are failing an endangered species and how biodiversity conservation is fraught with barriers such as rhetorical adoption, policy dismantling, circumvention of legislative obligations, and the deliberate disregard of scientific evidence. These issues became evident while researching the endangered Spectacled Flying-fox (Pteropus conspicillatus Gould 1850), which, despite over a decade of recognized decline, received little attention from authorities who could have acted to stabilize or recover its populations. Recovery plans are often the primary means used by many countries to help threatened species recover and typically fall under government responsibility for implementation. For these plans to be effective, they should be mandatory, well-funded, and subject to stringent monitoring and reporting requirements. However, the implementation of such plans is often inconsistent, with many not meeting these criteria. The scientific basis for recovery actions is usually well-researched, although uncertainties around outcomes remain since these actions are experimental and success is not guaranteed. The failure to implement recovery plans can be highly frustrating for conservation scientists and practitioners, often stemming from policy failures. For those involved in conservation research and practice, learning how to identify and overcome policy impediments would help to ensure the successful implementation of recovery plans. Vigilance is required to ensure that recovery teams function effectively, that recovery actions are executed, that decision-makers are held accountable for endangering species, and that legislation includes merits review provisions to challenge poor decision-making. Conservation scientists who monitor species of concern are often best placed to track the progress of recovery actions. When they detect insufficient action, they have a responsibility to intervene or to notify the responsible authorities. Ultimately, government policies should prioritize the protection of threatened species over economic and political interests, recognizing that extinction is irreversible and the stakes are high for biodiversity conservation. © 2024 The Authors. Integrative Conservation published by John Wiley & Sons Australia, Ltd on behalf of Xishuangbanna Tropical Botanical Garden (XTBG).","<p>Export Date: 27 January 2025; Cited By: 0</p> | RAYYAN-INCLUSION: {""Philip""=>""Excluded""} | RAYYAN-LABELS: To check for next stage,Included for full-text screening | RAYYAN-EXCLUSION-REASONS: Not a primary study,Not about evidence use",10.1002/inc3.54,endangered species;legislative reform;passive resistance;recovery plan;rhetorical adoption,,
rayyan-153488475,Aligning evidence for use in decisions: Mechanisms to link collated evidence to the needs of policy-makers and practitioners,2020,,,"Conservation Research, Policy and Practice",,,,129-142,"Dicks, L.V. and Livoreil, B. and Smith, R.K. and Wittmer, H. and Young, J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194327662&doi=10.1017%2f9781108638210.008&partnerID=40&md5=c707494813d928653b8b84fe21550fb1,,,,"A major challenge in linking conservation science and policy is deciding how, and when, to offer relevant science to decision-makers to have the greatest impact on decisions. This chapter argues it is a question of alignment - of selecting the right knowledge to address the needs of decision-makers, ensuring that knowledge is accessible to them, and articulating it within their decision-making processes. The chapter describes three mechanisms to enhance this alignment: decision support tools; active knowledge exchange mechanisms; and large-scale scientific assessments. For each, we provide examples and draw out guidelines regarding circumstances in which the mechanism is likely to be most effective. No single mechanism is consistently best at aligning evidence with policy and practice. Each has strengths and weaknesses, and can be applied in different circumstances and at different scales. The chapter ends with a call for these mechanisms that link synthesised evidence with policy and practice decisions to be funded sufficiently, alongside environmental research, to enable adherence to core values of salience, legitimacy, credibility and transparency. © British Ecological Society 2020.","<p>Export Date: 27 January 2025; Cited By: 0</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: To check for next stage,Included for full-text screening",,boundary organisations;cost;credibility;decision support systems;decision support tools;knowledge exchange;legitimacy;salience;scientific assessments;transparency,,
rayyan-153488501,Conservation of kit foxes in the great basin desert: Review and recommendations,2020,,,Journal of Fish and Wildlife Management,,11,2,679-698,"Lonsinger, R.C. and Kluever, B.M. and Hall, L.K. and Larsen, R.T. and Gese, E.M. and Waits, L.P. and Knight, R.N.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102699407&doi=10.3996%2fJFWM-20-025&partnerID=40&md5=e8d04b26e2d2fec25915551b455c5082,,,,"The kit fox Vulpes macrotis is a species of concern to land managers in the Great Basin Desert of North America. Once common, kit foxes have declined from historical levels. Research on kit foxes in western Utah has spanned nearly 70 y and has potential to inform management and conservation within the Central Basin and Range Ecoregion of the Great Basin Desert. We conducted a systematic literature review on the northern kit fox subspecies V. m. nevadensis. We focused on studies conducted in the Central Basin and Range Ecoregion, which represents the majority of the Great Basin Desert, and provided a comprehensive summary of their ecology and demographics for resource managers. To guide future monitoring, we also reviewed techniques used for kit fox monitoring and research, and evaluated the strengths, limitations, and advances of these techniques. We identified four key factors that deserve consideration when selecting monitoring techniques for kit foxes: estimable parameters, reliability, cost, and rate of data return. Finally, we identify four primary management recommendations. We recommend that managers (1) expand kit fox monitoring and population assessments more broadly across the Great Basin Desert. To ensure future monitoring meets the needs of resource managers, we recommend (2) the application of a structured decision-making process to identify key parameters and approaches. To better understand the factors limiting kit fox populations we recommend (3) population viability and parameter sensitivity analyses to identify drivers of population change. Finally, based on evidence that genetic diversity of kit fox populations has been maintained by undescribed patterns of gene flow, we recommend (4) a broad-scale assessment of population connectivity to identify corridors supporting metapopulation dynamics. These recommendations will facilitate proactive conservation of kit foxes and management practices to reduce future population declines. © 2020 U.S. Fish and Wildlife Service. All rights reserved.","<p>Export Date: 27 January 2025; Cited By: 5</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: To check for next stage,Included for full-text screening",10.3996/JFWM-20-025,Federal land management;Genetic monitoring;Noninvasive monitoring;Predation;Radiotelemetry;Remote cameras;Vulpes macrotis,,
rayyan-153488520,Debates about new wilderness in the black forest: How better not argue against a planned national park,2013,,,Naturschutz und Landschaftsplanung,,45,2,37-44,"Luick, R. and Reif, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873459378&partnerID=40&md5=9c41e8591a0b159ba3dc4ff9f2f03932,,,,"Debates on New Wilderness in the Northern Black Forest - How to better not argue against a planned national park The positions on the designation of national parks in Germany differ significantly depending on motivation and concernment. However, there is a decisive difference between the presentation of particular interests on the one hand and scientific analyses on the other. The latter have to be objective, must base on all substantial facts, and they have to point out causal chains and coherences in a holistic sense; most of all their interpretations have to be unprejudiced. Only in this way a base of knowledge and understanding can be developed allowing serious conclusions and finally political decisions. As a contrast publications or reports which depict the preconceived opinions of a lobby group are difficult. Frequently it is possible to identify sets of arguments which are presented in the shape of well-founded knowledge. Their closer examination however reveals factually inaccurate or scientifically untenable assumptions. The problems increase if dubious scientific justifications are mixed up with correctly reproduced information. The abuse of scientific work as polical lever has become in great demand, particularly in the context of controversial aims and objects; this is also true for the current dispute about the planned national park Northern Black Forest. The paper has assembled the most important wrong sets of arguments, both of ecology and nature conservation, and it points out false conclusions.","<p>Export Date: 27 January 2025; Cited By: 1</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: To check for next stage,Included for full-text screening",,conservation management;decision making;forest management;Germany;national park;nature conservation;theoretical study;wilderness area,,
rayyan-153488535,Perspectives on challenges and opportunities at the restoration-policy interface in the U.S.A.,2023,,,Restoration Ecology,,31,4,,"Samuel, E.M. and Mitchell, R.M. and Winkler, D.E.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144074824&doi=10.1111%2frec.13823&partnerID=40&md5=4320242f5ab86804855eb289a8a97fdb,,,,"As we advance into the United Nations Decade on Ecosystem Restoration, understanding the relationship between science, management, and policy is increasingly important given the paucity of research evaluating the ability of existing policy to address contemporary environmental challenges. Despite their inherent interdependence, restoration ecology as a scientific discipline, ecological restoration as a practice, and the policies driving restoration efforts do not always represent a unified force. Accenting the policies and practices within the United States, we present our perspective on challenges associated with this disunion, including those linked to social dimensions of restoration and limitations associated with existing policy. We provide a review of existing federal policy in the United States and synthesize suggestions that have emerged in the literature to fortify connections between restoration science and policy. We also describe social challenges to meeting restoration goals, including barriers surrounding power dynamics, trust, and communication, as well as divergent incentives, perspectives, and values. We propose potential solutions that exist in transdisciplinary collaboration and knowledge sharing, and evidence-based, balanced decision-making that equally considers varying perspectives. With the understanding that current conservation practices are not enough to mitigate environmental degradation, we focus on streamlining problem-solving strategies to support restoration and face the widespread ecological issues of today. © 2022 The Authors. Restoration Ecology published by Wiley Periodicals LLC on behalf of Society for Ecological Restoration. This article has been contributed to by U.S. Government employees and their work is in the public domain in the USA.","<p>Export Date: 27 January 2025; Cited By: 4</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: To check for next stage,Included for full-text screening",10.1111/rec.13823,community engagement;ecological restoration;environmental policy;environmental restoration;incentive;incentive structures;interdisciplinary approach;knowledge;knowledge sharing;local participation;restoration ecology;transdisciplinary collaboration;United States,,
rayyan-153488558,Are we missing the boat? Current uses of long-term biological monitoring data in the evaluation and management of marine protected areas,2015,,,Journal of Environmental Management,,149,,148-156,"Addison, P.F.E. and Flander, L.B. and Cook, C.N.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928896462&doi=10.1016%2fj.jenvman.2014.10.023&partnerID=40&md5=bda469c58981a8d644e4990d7eeb7a9e,,,,"Protected area management agencies are increasingly using management effectiveness evaluation (MEE) to better understand, learn from and improve conservation efforts around the globe. Outcome assessment is the final stage of MEE, where conservation outcomes are measured to determine whether management objectives are being achieved. When quantitative monitoring data are available, bestpractice examples of outcome assessments demonstrate that data should be assessed against quantitative condition categories. Such assessments enable more transparent and repeatable integration of monitoring data into MEE, which can promote evidence-based management and improve public accountability and reporting. We interviewed key informants from marine protected area (MPA) management agencies to investigate how scientific data sources, especially long-term biological monitoring data, are currently informing conservation management. Our study revealed that even when long-term monitoring results are available, management agencies are not using them for quantitative condition assessment in MEE. Instead, many agencies conduct qualitative condition assessments, where monitoring results are interpreted using expert judgment only. Whilst we found substantial evidence for the use of long-term monitoring data in the evidence-based management of MPAs, MEE is rarely the sole mechanism that facilitates the knowledge transfer of scientific evidence to management action. This suggests that the first goal of MEE (to enable environmental accountability and reporting) is being achieved, but the second and arguably more important goal of facilitating evidence-based management is not. Given that many MEE approaches are in their infancy, recommendations are made to assist management agencies realize the full potential of long-term quantitative monitoring data for protected area evaluation and evidence-based management. © 2014 Elsevier Ltd.","<p>Export Date: 27 January 2025; Cited By: 47</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: For data extraction,To check for next stage,Included for full-text screening",10.1016/j.jenvman.2014.10.023,Article;Australia;best management practice;biological monitoring;Biological monitoring;biomonitoring;coastal zone management;Condition monitoring;Conservation;conservation management;Conservation of Natural Resources;data interpretation;ecological approach;Effectiveness evaluation;environmental assessment;environmental management;environmental monitoring;Environmental Monitoring;environmental protection;Environmental protection;evidence based practice;Evidence-based management;Evidence-based managements;human;Humans;interview;Interviews as Topic;Knowledge management;Long term monitoring;Long-term monitoring;Management effectiveness;management effectiveness evaluation;Management effectiveness evaluation;marine environment;marine park;Marine protected area;Oceans and Seas;Organization and Administration;organization and management;outcome assessment;Outcome assessment;procedures;program effectiveness;program evaluation;Program Evaluation;Protected area management;quantitative analysis;Quantitative monitoring;questionnaire survey;sea;seashore;standards;statistics and numerical data,,
rayyan-153488643,Tailoring evidence into action: Using a co-design approach for biodiversity information in the Tropical Andes,2023,,,Conservation Science and Practice,,5,12,,"Valdez, J.W. and Pereira, H.M. and Morejón, G.F. and Acosta-Muñoz, C. and Bonet Garcia, F.J. and Castro Vergara, L. and Claros, X.R. and Gill, M.J. and Josse, C. and Lafuente-Cartagena, I. and Langstroth, R. and Sheppard, S.N. and Orihuela, G. and Prieto-Albuja, F.J. and Quillahuaman, N. and Terán, M.F. and Zambrana-Torrelio, C.M. and Navarro, L.M. and Fernandez, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176109537&doi=10.1111%2fcsp2.13035&partnerID=40&md5=624834933d0b68aff3a69f42f9b68dee,,,,"Biodiversity conservation is a complex and transdisciplinary problem that requires engagement and cooperation among scientific, societal, economic, and political institutions. However, historical approaches have often failed to bring together and address the needs of all relevant stakeholders in decision-making processes. The Tropical Andes, a biodiversity hotspot where conservation efforts often conflict with socioeconomic issues and policies that prioritize economic development, provides an ideal model to develop and implement more effective approaches. In this study, we present a co-design approach that mainstreams and improves the flow of biodiversity information in the Tropical Andes, while creating tailored outputs that meet the needs of economic and societal stakeholders. We employed a consultative process that brought together biodiversity information users and producers at the local, national, and regional levels through a combination of surveys and workshops. This approach identified priority needs and limitations of the flow of biodiversity information in the region, which led to the co-design of user-relevant biodiversity indicators. By leveraging the existing capacities of biodiversity information users and producers, we were able to co-design multiple biodiversity indicators and prioritize two for full implementation ensuring that the data was findable, accessible, interoperable, and reusable based on the FAIR (Findable, Accessible, Interoperable, and Reusable) principles. This approach helped address limitations that were identified in the stakeholder engagement process, including gaps in data availability and the need for more accessible biodiversity information. Additionally, capacity-building workshops were incorporated for all producers of biodiversity information involved, which aimed to not only improve the current flow of biodiversity information in the region but also facilitate its future sustainability. Our approach can serve as a valuable blueprint for mainstreaming biodiversity information and making it more inclusive in the future, especially considering the diverse worldviews, values, and knowledge systems between science, policy, and practice. © 2023 The Authors. Conservation Science and Practice published by Wiley Periodicals LLC on behalf of Society for Conservation Biology.","<p>Export Date: 27 January 2025; Cited By: 2</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: To check for next stage,Full text - for sampling,Full text - screening filter,Included for full-text screening",10.1111/csp2.13035,Bolivia;EBV;Ecuador;essential biodiversity variables;mainstreaming;Peru;policy;stakeholder engagement,,
rayyan-153488826,Antarctic Marine Protected Area: the way of conservation in the game of science and policy,2023,,,Journal of Shanghai Ocean University,,32,4,883-892,"Zhao, H. and Zhu, G.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187723020&doi=10.12024%2fjsou.20220503866&partnerID=40&md5=2d9f5056b79c8113823db715f5422cbd,,,,"The Antarctic Marine Protection Area (AMPA) has always been a global benchmark in the field of High Sea's protection. It is committed to maintain the ecological health of the Southern Ocean through the implementation of the Marine Protection Areas (MP As) proposals and the promotion of related work. However, due to the dynamic nature of the marine environment and the time lag of the protection effect, the actual effect and promotion status of marine reserves, which have been widely applied and planned in Antarctica, are still difficult to be quantified in the context of the lack of long-term monitoring data and a complete evaluation system. In this paper, the international research status on AMP As issues in recent years was integrated and explored. Based on open access and published reports and data from the Commission for the Conservation of Antarctic Marine Living Resources (CCAMLR), the game between science and policy in the process of advancing AMP As issues was analyzed and presented from multiple perspectives, such as the planning efficiency, scientific basis, the demand for MP A in the planned area, the monitoring and evaluation of the protected areas, the consideration of the rational utilization of marine living resources and the management particularity of Antarctic resource governance issues. The results show that, although the Antarctic ocean protection is unmatched in the field of international waters protection, the results of longitudinal comparison indicate the development is still in its infancy, the difficulties, such as the slow process of planning, insufficient scientific evidence, difficult coordination of the interests between countries, weak mechanism of research and monitoring, controversial protection requirement and effects, needs to be overcome. It is suggested that future work should focus on the linkage between scientific data and marine governance policies, and the improvement of research and monitoring plans, so as to meet the diverse demands of different agents, to explore efficient and scientific management strategies and resource regulation modes. © 2023 Editorial Office of Journal of Shanghai Ocean University.","<p>Export Date: 27 January 2025; Cited By: 0</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: To check for next stage,Full text - for sampling,Full text - screening filter,Included for full-text screening",10.12024/jsou.20220503866,Antarctic;marine ecology;Marine Protection Area;ocean governance;spatial management,,
rayyan-153488828,Evidence Synthesis towards a Holistic Landscape Decision Framework: Insight from the Landscape Decisions Programme,2023,,,Land,,12,8,,"Ofoegbu, C. and Balzter, H. and Phillips, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169089139&doi=10.3390%2fland12081543&partnerID=40&md5=5da4a7c980f1b914491869362cb01441,,,,"The development of a decision framework for landscape governance and management has become one of the prioritised policy instruments for actualising policy objectives related to agri-food systems, biodiversity conservation, nature restoration, environmental management, climate change mitigation and adaptation, net-zero greenhouse gas emissions, and the transition to renewable energy supplies. However, the landscape lens in policy making is challenging because of the diverse landscape archetypes, environmental problems, and diverging policy targets that it must address. This highlights the importance of having a robust, evidence-based landscape decision framework. To address this issue, this study undertook a transdisciplinary synthesis of research outputs from the Landscape Decisions Programme (LDP). This study compiles and synthesises outputs from the LDP projects in the context of the relevant literature to develop an understanding of the relationships among the emerging evidence with respect to decision making for sustainable and multifunctional landscapes. The synthesis identified six themes that define the drivers of landscape decisions, and four themes that define the dominant methodological approaches used to generate evidence for landscape decisions. The emergent themes from the synthesis were distilled into five principles that can be used as a basis for the development of a holistic landscape decision framework. © 2023 by the authors.","<p>Export Date: 27 January 2025; Cited By: 0</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: To check for next stage,Included for full-text screening",10.3390/land12081543,ecosystem service;ecosystem services;environmental policy;governance approach;holistic approach;land use planning;land-use framework;landscape governance;landscape planning;sustainability;sustainable landscape;transdisciplinary synthesis,,
